content,score,category
untuk menambah keamanan ktika kita pncet tombol home bisa otomatis kluar atau log out otomatis,3,neutral
susah login padahal tidak ada masalah jaringan dan lain lain kendala sistem mulu suruh nunggu trs tapi udh seminggu sm aja g ada bedanya,1,negative
jelekvermuk berkali ttp gbsa kembalikan mobile bni jgn pake wondr,1,negative
top up e wallet ada batas hariannya mending yg dulu tidak ada batasan top up,3,neutral
penggunaan mudah bisa untuk bayar apa saja dan cepat sesekali ada bug eror nggak bisa buka tolong dibenahi,4,positive
koq sering perbaikan lg urgent jd riweuh jaringan disini bagus wifi oke tetap saja tidak bisa akses notifnya sedang ada kendala coba lagi nanti saya sudah coba pakai axis telkomsel indosat smartfren tetap saja tidak bisa kl jaringan yg bermasalah youtube netflix pasti ga bisa pakai juga,3,neutral
kalau gw saranin lebih bagus apps lama wonder serba kurang lagian udah bagus sesuai nama malah diganti wonder semakin bingung atau gak jelas,1,negative
aplikasi sering terganggu,3,neutral
aplikasi ini udah bagus cuman sayang saat buat transaksi listrik dll gak dpat fee dah gtu gak bisa cetak setruk pembayaran,4,positive
semoga bermanfaat dan juga tidak ribet dan skor bintangnya menyusul disempurnakan dan harapan untuk bintangnya tidak menyusut ke bintang satu,3,neutral
setelah mendaftarkan di wonder pertama bisa dibuka sepuluh menit kemudian disuruh masukan data lagi pasword gx bisa pin nya juga gx bisa digunakan lagi padahal baru sebentar keluar dari aplikasi ganti pasword lagi masukan dat lagi mau ke transaksi pin nya juga tidak bisa dipakai lagi,2,negative
tulisannya menu utama riwayat transaksi bukti transfer terlalu bold dan tampilannya ga elegan beda sama bni mobile yg sebelumnya cakep trus beda sama mandi dan bca keliatan lebih elegan dan bagus tolong perbaiki jelek tulisannya ih,3,neutral
kenapa ya punyaku kok gak bisa dibuka apk nya dan muncul tulusan sistem sedang kami perbaiki silahkan coba lagi nanti,3,neutral
bagus penampilannyasangat membantu dalam mengelola keuangan dan aplikasi cepatmantabs,5,positive
saya pengguna taplus muda bni berapa sich saldo minimum taplus muda bni sebenarnya saya baca peraturan bni taplus muda saldo minimum boleh rupiahtapi kenapa pada saat mau transfer ke ewallet selalu gagal terima kasih,2,negative
aplikasi nya mudah digunakan banget fitur fitur di aplikasi nya juga udah oke banget sih ga bikin pusing pengguna nya,5,positive
sangat membantu simpel mudah,5,positive
untuk fiturnya makin bagus setelah diupdate akan tetapi masih kurang efisien menurut saya lebih baik yg mbanking yg lamasaya sudah berkali kali gagal dlm bertransaksi coba lebih diperbaiki lgi khususuny buat kaum cashlessmakasih,1,negative
bag nya masih banyak sudah selesai malah di bawa ulang lagi dari awal sampai pasword nya gak bisa terbuka,1,negative
aplikasi rusak masak verifikasi email masukkan kode otp salah mulu padahal udah bener sesuai dengan di email,1,negative
kok gak bisa di buka ya aplikasi wondr saya,2,negative
akses mudah dan respon cepat,5,positive
semua transaksi mudah puas pokoknya,5,positive
gabisa verifikasi wajah mohon agar bisa menggunakan kamera belakang dibanding hanya kamera depan,2,negative
bayar virtual account bni gagal gagal terus kenapa,3,neutral
tidak bisa mengisi dg salinan yg telah disalin lewat bank mobile lain,3,neutral
lumayan lebih simple,5,positive
saya sangat senang sangat membantu,5,positive
saya mau narik dana dari life goals malah tidak bisa mohon dong di percepatan saya mau pakai uang itu juga soalnya agak kecewa sih kalau begini dan saya pun pas di jatuh tempo pengambilan saat ingin di cairkan fitur belum tersedia kecewa banget gini pake tahan tahan uang,1,negative
keren lebih mudah dan sompel,5,positive
ya namanya aplikasi baru dan masih dalam pengembangan memang ada plus minus nya untuk cara pengaktifan dan cara transaksi lebih gampang dan lebih detail misanya tuk reset pun atm yg lupa eh bisa di aplikasi wondr nya dong dan segala aset yg ada pampang nyata di wondr misalnya ada nya produk asuransi bni life langsung tertera di wondr lebih menarik dan lebih milenial dan gampang di aplikasi saja,5,positive
sy senang menggunakan afk ini cuman sayang sekali setiap malam jam ke atas afk ini tidak bisa transaksi sayang sekali,1,negative
terimakasih wonder karena sudah sangat membantu dengan baik,5,positive
wondr by bni tuh keren banget gampang banget dipakai benerbener bikin urusan perbankan jadi simpel misalnya kita bisa transfer uang ke teman cuma beberapa klik aja nggak ribet tampilan aplikasinya juga asyik nggak bikin pusing bisa cek saldo bayar tagihan atau beli pulsa langsung dari hp semua serba cepat plus transaksi aman juga jadi kita bisa tenang,5,positive
masih bagusan yg bni mobile wondr ini tidak ada menu tarik tunai kalau bisa diadakan juga menu saham dong bukan hanya reksadana saja biar makin update yang jelas di wndr ini makin banyak fitur yang hilang dari versi bni mobile bukannya makin bagus tapi lebih condong makin mundur dan downgrade,1,negative
setelah update gak bisa di buka why,3,neutral
wondr by bni ini beneran bikin transaksi jadi gampang banget fiturnya lengkap dan tampilannya simpel jadi nggak ribet buat belajar pake pertama kali saya juga suka banget sama kecepatan prosesnya nggak perlu nunggu lama buat semua transaksi selesai cocok banget buat yang mau kemudahan dalam urusan keuangan seharihari,5,positive
hallo saya nasabah bni sudah sejak lama saya ingin log in pada aplikasi wondr tapi menu yang tertera mengarahkan saya untuk membuat tabungan baru apakah ada solusi untuk hal ini saya tidak ingin membuka rekening baru,3,neutral
kok jadi gini ya pas setting di bank udah bisa giliran di rumah setiap mau login susah malah verifikasi lagi dari awal lagi mana verifikasi loading doang,2,negative
tolong diperbaiki lagi yadari tadi saya ga bisa transfer utbk anak saya ini,1,negative
memang ada batas limit transfer harian ya dulu pakai mbangking bni bisa topup lebih dari jt skrg pakai ini maksimal hanya jt,3,neutral
kekurangannya boros pulsa kalau ngambil tanpa kartu penarikan mobile tunai tanpa kartu bebas pulsa pasti joss,4,positive
mudah bertransaksi,3,neutral
anjir jaringan minimal bagus kek nya baru bisa buka agak,1,negative
tampil beda inovatif dengan tampilan yg kekinianmudah dan cepat trx pake wondr keren banget pertahankan dan tingkatkan,5,positive
aplikasi yg buat keselverifikasi wajah gagal berkali kalijangan wajah oranglain wajah sendiri saja yg sdh terdaftar susah sekali masuk,1,negative
aplikasi secara keseluruhan bagus cuma kalo kita ganti hp login nya ribet verifikasi gagal terus,3,neutral
tolong dipermudah untuk transaksi tanpa kartu atm jangan masih kuno pake pulsa,3,neutral
ini aplikasi gimana ya mau tarik tunai tanpa kartu kok gk bisa ya ikuti saran google nyari di mobile tunai tp di dlm aplikasi gk ada kolom mobile tunai,4,positive
tampilan oke di bandingan sebelumnya dan fitur pasword juga sudah di hilangkan untuk mempermudah pengguna bsi namun fitur tarik tunai dan setor tunai belum ada itu sih kekurangannya,4,positive
ribett kena blokir harus ke cabang tuk benerin pdhal ga salah masukin pin apamakin anehh balikin aplikasi yang dulu,1,negative
ini kenapa ya dr siang mau buka mau transaksi kok ga bisa buka jg knpa ya hadeh,3,neutral
aplikasi busuk mau transfer malah disuruh verifikasi terus padahal semuanya udah bener tapi malah disuruh verifikasi aplikasi yg tidak disarankan untuk digunakan,1,negative
sangat membantu,5,positive
mempermudah segalanya best pokonya,5,positive
pertama kali pakai karena saran dr pihak bank saat mencoba dipakai untuk transaksi malah gagaldicoba lagi ehh gagal lagi kalo belum siap atau belum mampu membuat aplikasi mending ga usah lagulaguan bikin malu dan malumaluin,1,negative
mana ini ko gak bisa menampilkan qris rekening kita cuma bisa menampilkan qris pembayaran orang mau transfer jd harus ngetik no rekening maaf kasih bintang kl dah bisa menampilkan qris kasih lima nanti,3,neutral
semenjak pembaharuan terakhir jadi susah dibuka apk nya loadingnya lama banget padahal jaringan bagus apk yang lain juga bisa dibuka cuman wondr by bni aja yang loadingnya lamanya kebangetan padahal sebelumnya bagus dipake lebih mudah dan fleksibel buat login atau mau bayar qris tapi sejak pembaharuan terakhir jadi kek gini apk nya jadi susah dibuka,3,neutral
ko wondr by bni ga bisa di buka yaa cuma sekali doank transaksi itu jg kmarin ada yg sama tidak bisa di buka min aplikasinya knp ya apa harus di uninstall dlu aduh bingung jelasinnya gmn yaa jd aku pas klik aplikasi wondr stuck di gambar kaya yg di atas itu min gambar kaya yg di playstore nya itu stuck begitu aj lama,3,neutral
mantap banget wondr by bni semuanya jadi lebih mudah mau transfer bayar qris atau cek pengeluaran semua lancar tanpa ribet ditambah tampilannya modern dan fresh terima kasih bni aplikasi ini top banget,5,positive
kebanyakan ngebug tiba tiba aplikasi ga bisa dipakaj aneh sekelas bni bisa gini perbaiki donk jangan nasabah ngeluh terus,2,negative
bagus sih lebih modern meskipun masih ada yang harus lebih dipelajari tapi sayang belom ada fitur transaksi atm tanpa kartu,3,neutral
sangat puas ada nya word by bni,5,positive
fiturfitur nya sama dengan aplikasi m banking bni sebelumnya hanya beda posisipenempatan jujur aku ga paham sama bni kenapa menggunakan aplikasi dgn isi yg sama,3,neutral
masa transaksi gagal tapi saldo berkurang,1,negative
bintang dulu soalnya tidak bisa melewati verifikasi email dan eror terus saat masukin kode otp sampai sekarang akun saya tidak bisa di gunakan karena tidak bisa melewati verifikasi email,3,neutral
aplikasi terbaik saat ini,5,positive
kenapa tiba apl sistem terkendala udah hampir seminggu ga bisa di buka padahal manfaat banget ni apl,3,neutral
cuma tampilannya saja lebih fresh fungsi fitur dan kecepatan layanan sama saja bahkan terkesan lebih ribet salam akhlak,3,neutral
ini gmna dong min masa pas loginn ktp ga bisa yg ada cumann tulisan ada kendala emng kendala gmn ya min mksdnya padahal pas scen ktp udh pas tpi malah ga bisa masuk toloong di jawab min sudah h saya begitu teruss mohon bantuanya baik kak kendalanya begini jadi saya tdi pagi mau login ke apknya namun pas login menggunakan ktp tidak dapat diproses yang ada cumna peringatan ada sedikit kendala tim kami lagi perbaiki nah klo boleh tau itu kenapa ya min klo boleh tau,3,neutral
halah kirain lebih lengkap lebih praktis nyatanya terima transfer pakai qr kagak ada konyol uninstall lg dah balik k yg lama ajaa,1,negative
sangat mudah untuk digunakan,5,positive
bagus sekalindak ribet,5,positive
sangat mudah aplikasinya,5,positive
baru pakai berapa jam sudah gangguan terusapaan aplikasi kayak gini mau transaksi susah,2,negative
aplikasi ga guna astaghfirullah disuruh move pake wondr bni karena ngomel mulu bni mobile gabisa dipake eh aplikasi ini lebih bapuk belom juga eksplor aplikasinya baru login ditulis sesi anda sudah berakhir gtu mulu padahal baru instal kalau bukan karena rekening gaji males banget makenya,1,negative
baru pas d aktifin aja cepet prosesnya selanjutnya menguras kesabaran cuma mau buka aplikasi aja butuh waktu berjam jam gimana kalo mau transaksi pas d situasi darurat,3,neutral
sering ngeblank sudah nyaman pakai bni mobile banking sekarang harus bolak balik ke wonders jadi makin ribet mau bayar tagihan listrik susah karena aplikasinya ngeblank,3,neutral
baru pakai aplikasi nyapokonya bagus,5,positive
masih belum sempurna untuk limit transaksi belum sesuai apa yg di sampaikan di aplikasi baik itu limit transfek ke sesama bank atau pun ke bank lain sudah di buat di pengaturannya tapi tetap tidak bisa di pergunakan,3,neutral
jelekverifikasi nya gagal terus,1,negative
daftar tidak bisa verifikasi wajah,3,neutral
tampilan cukuptapi cukup menjengkelkanlebih baik dan mudah di mbankin bni sebelum nyantah apa maksud bni merubah aplikasisetiap ada transaksi masuk dan keluartidak ada tercatat sisa saldo awal dan sisa saldo terakhir di transakasi terakhir nyajadi meragukantolong rubah tampilan saldo nya seperti mbankingi sebelum nya,2,negative
mantab aplikasi yg mudah dan sangat lengkap,5,positive
setelah update gak bisa di buka why,3,neutral
memang ada batas limit transfer harian ya dulu pakai mbangking bni bisa topup lebih dari jt skrg pakai ini maksimal hanya jt,3,neutral
lebih lengkap mudah dan aman untuk transaksi,5,positive
transaksi gagal dananya tidak balik cek mutasi transaksi buat bukti ke cs malah apapun fitur masih dalam tahap pengembangan ilang duit gitu aja,1,negative
sangat mudah dan cepat,5,positive
mudah mudahan tambah lancar aman dan jelas terimakasih bni,5,positive
saya kecewa dengan pelayanan custamer servis bni saya dari pagi nelfon sampai saat ini alasannya petugas sibuk semua saya mau buat laporan saldo saya terpotong saat pengisian etol tapi tidak masuk ke etoll transaksi belum berhasil keterangannya tapi saldo ke potong tolong untuk bni pelayanannya di bagusin lagi,1,negative
diatas jam malem kacau mulu gua perhatiin tolong lah di perbaiki,3,neutral
verifikasi wajah selalu gagal trusudh sering bgt wondr bni kayak ginibug nya gapernah dibenerin kecewa edit wajah gak keluar frame ga backlight jernih ttp gabisa berarti ada yang salah dgn apps nya tolong diperbaiki atau minimal ada caea lain jadi malas pakai bni klo kayak gini,1,negative
agak lambat saat pertama kali dibuka,4,positive
transaksi sering gagal di jam sampai jm malam hati hati juga yg transaksi pake qris sering gagal juga tapi saldo hilang passaya hubungi cs by email harus nunggu hari terlalulama menurut saya semogakedepanya lebih baik lagi masih enak pake octo mobile dari cimb niaga di banding wondr,1,negative
aplikasi sebenarnya bagus fitur nya juga bagussimpel tapi kekurangan nya riwayat transaksi nya nggk langsung muncul habis transaksi harus nunggu beberapa jam dulu baru muncul tolong di perbaiki,3,neutral
lebih simpel sich cuma engga bisa move on dr app bni yg lama terkadang app nya gampang ngambek sinya l lancar paket data aman tapi kaga bisa ke buka app nya,3,neutral
lelet banget stres makainyabahkan kadang gak bisa di buka sama sekalitolong di periksa lagi biar bisa semakin bagus,3,neutral
aplikasi kejar tayang belum saatnya di release coba deh study banding ke aplikasi brmo yg sangat lengkap dan mempermudah nasabah,1,negative
puas banget sama hasilnya,5,positive
aplikasi nya jeleknya banget udah daftar tinggal verifikasi email tapi otp nya gak masuk masuk sekalinya masuk malah mencapai batas maksimum nunggu sampai besok lagi kan oon,1,negative
mutasi sering telat masuk jadi musti ngapalin sisa saldo buat mastikan saldo sudah masukbelum sangat merepotkan dan notifikasi harus nya untuk semua mutasi yang masukkeluar jangan di batasi k baru ada notifikasi tolong perbaiki lagi terima kasih,1,negative
ini aplikasi internet banking terburuk yang pernah saya gunakan dikit harus verifikasi data mulai dari ktp sampe wajah dah harus dilakukan berulang karena aplikasi nya bermasalah kembalikan aja ke aplikasi mobile bni yang lama lebih user friendly dan tidak ribet kayak sekarang,1,negative
