content,stemmed,score,category
belum siap buat aplikasi masih sering bug masuk aja loading lama transaksi qris gagal terus katanya lebih simpel tapi justru beberapa fitur penting di bni mbanking malah dihilangkan seperti riwayat transaksi yang tidak bisa di download intinya masih lebih bagus dengan bni mobile banking yang sebelumnya banyak keluhan di wondr tapi tidak ada perbaikan ya pantas rating dibawah,"['aplikasi', 'bug', 'masuk', 'loading', 'transaksi', 'qris', 'gagal', 'simpel', 'fitur', 'bni', 'mbanking', 'hilang', 'riwayat', 'transaksi', 'download', 'inti', 'bagus', 'bni', 'mobile', 'banking', 'keluh', 'wondr', 'baik', 'rating', 'bawah']",1,negative
banyak prnya aplikasi ini saya sudah pakai bukan lebih banyak pr apalagi untuk info masuk uang atau keluar coba dirinci seperti bni mobile banking ini harus di klik dulu baru terlihat all lain masih banyak pr coba pengembangannya saya mengadu kesiapa kami nasabah mau ga mau suka ga suka ditelan ada error ga mau perbaiki kapan saya nasabah lama sudah pakai bni kurang loyal saya maaf tolong di perbaiki semua bug masalah dan lebih mendengarkan kami kebutuhan nasabah kami mohon,"['prnya', 'aplikasi', 'pakai', 'pr', 'info', 'masuk', 'uang', 'coba', 'dirinci', 'bni', 'mobile', 'banking', 'klik', 'all', 'pr', 'coba', 'kembang', 'adu', 'siapa', 'nasabah', 'suka', 'suka', 'tel', 'error', 'baik', 'nasabah', 'pakai', 'bni', 'loyal', 'maaf', 'tolong', 'baik', 'bug', 'dengar', 'butuh', 'nasabah', 'mohon']",1,negative
perasaan sering bgt gangguan dah mending aplikasi yg lama update info feb tidak bisa topup ovo maupun gopaytulisannya saldo tidak cukup padahal sisa banyak,"['asa', 'ganggu', 'dah', 'mending', 'aplikasi', 'update', 'info', 'feb', 'topup', 'ovo', 'gopaytulisannya', 'saldo', 'sisa']",1,negative
sangat mudah dan membantu,"['mudah', 'bantu']",5,positive
sebelum nya dah pk wondr bni terus ganti hp di hp yg sekarang jadi g bisa masuk lg selalu gagal ada keterangan anda belum masuk kreteria wondr gt dah brp x coba tetep gagal solusi nya,"['dah', 'pk', 'wondr', 'bni', 'ganti', 'hp', 'hp', 'masuk', 'gagal', 'terang', 'masuk', 'kreteria', 'wondr', 'gt', 'dah', 'brp', 'x', 'coba', 'tetep', 'gagal', 'solusi']",3,neutral
ayo lah buruan di perbarui uang ku dah di transfer hari kemarin di bank yg ngirim sudah berhasil tapi bni saya chek ngga masuk udah hari nungguin ga ada yg respon,"['ayo', 'buru', 'baru', 'uang', 'ku', 'dah', 'transfer', 'kemarin', 'bank', 'ngirim', 'hasil', 'bni', 'chek', 'ngga', 'masuk', 'udah', 'nungguin', 'respon']",1,negative
infonya ini pengganti aplikasi bni mobile banking ya mohon ditambah fitur tarik tunainya cardless detail mutasi tidak sedetail di aplikasi sebelumnya biar ga kebanyakan aplikasi mbanking jika sudah diperbarui fitur tersebut sy mampir kesini untuk lima bintangnya,"['info', 'ganti', 'aplikasi', 'bni', 'mobile', 'banking', 'mohon', 'tambah', 'fitur', 'tarik', 'tunai', 'cardless', 'detail', 'mutasi', 'detail', 'aplikasi', 'biar', 'banyak', 'aplikasi', 'mbanking', 'baru', 'fitur', 'mampir', 'kesini', 'bintang']",3,neutral
lancar tdk pernah bermasalah,"['lancar', 'masalah']",5,positive
upgrade bni keren nih ke satu apl ini bnran ngebantu apalagi sering bayar pake qris ga pengen banyak rekening juga jadi lebih mempermudah bgt deh ke semuamuanya,"['upgrade', 'bni', 'keren', 'nih', 'apl', 'bnran', 'ngebantu', 'bayar', 'pake', 'qris', 'ken', 'rekening', 'mudah', 'semuamuanya']",5,positive
lebih lengkap yg bni mobile banyak menu yg hilang terutama fitur debit online kecewa jadi gak bisa langganan layanan luar kemunduran sama aja kaya banking lain jadinya,"['lengkap', 'bni', 'mobile', 'menu', 'hilang', 'fitur', 'debit', 'online', 'kecewa', 'gak', 'langgan', 'layan', 'mundur', 'kaya', 'banking']",1,negative
ukuran apk terlalu besar untuk smartphone menengah terlalu memakan penyimpanan,"['ukur', 'apk', 'smartphone', 'tengah', 'makan', 'simpan']",3,neutral
setiap kali mau transaksi sering banget error ga bisa masuk ke aplikasi,"['kali', 'transaksi', 'banget', 'error', 'masuk', 'aplikasi']",1,negative
ga tau cara save norek atau nambah norek tujuan,"['tau', 'save', 'norek', 'nambah', 'norek', 'tuju']",3,neutral
kenapa wonder ga kebuka sampai menu login padahal sebelumnya normal aja,"['wonder', 'buka', 'menu', 'login', 'normal']",1,negative
sangat mudah dan lancar,"['mudah', 'lancar']",5,positive
jelek banget yg sekarangbagus yang lama masa mau buka aja ga bisa terus dari tadipemulihan app terus gmn bs d gunakan kalau seprti ini mau transaksi pun ga bisa di gunakan g berfungsi la jadi nya,"['jelek', 'banget', 'sekarangbagus', 'buka', 'tadipemulihan', 'app', 'gmn', 'bs', 'seprti', 'transaksi', 'fungsi', 'la']",1,negative
lebih muda dan aman,"['muda', 'aman']",5,positive
ayolah kemaren mbanking bni skrg kena lagi saya di wonder jaringan saya aman aman aja pin juga aman aman aja kok malah ngeloading mulu mana pas lagi belanja bulanan auto kecewa berat,"['ayo', 'kemaren', 'mbanking', 'bni', 'skrg', 'kena', 'wonder', 'jaring', 'aman', 'aman', 'pin', 'aman', 'aman', 'ngeloading', 'mulu', 'belanja', 'bulan', 'auto', 'kecewa', 'berat']",1,negative
mutasi rekening ga ada keterangan jam transfer nya mending aplikasi yg lama lebih detail mutasinya,"['mutasi', 'rekening', 'terang', 'jam', 'transfer', 'mending', 'aplikasi', 'detail', 'mutasi']",3,neutral
semoga ttp bikin nyaman dan terpercaya,"['moga', 'bikin', 'nyaman', 'percaya']",4,positive
maaf ya saya kasih bintang karna di status transaksi ga di kasih keterangan pengeluaran pembayaran untuk biaya admin perbulan jadi sebagai pengguna aplikasi tidak tahu jika uangnya sudah terpotong otomatis,"['maaf', 'kasih', 'bintang', 'karna', 'status', 'transaksi', 'kasih', 'terang', 'keluar', 'bayar', 'biaya', 'admin', 'bulan', 'guna', 'aplikasi', 'uang', 'potong', 'otomatis']",2,negative
sejauh ini pemakaian nya baik ga lemot,"['pakai', 'lot']",5,positive
sangat membantu sekali,['bantu'],5,positive
sumpah parah emang bagus sih buat keamanan tapi kalau kayak gini mah ngeriibetin udah ngikutin verifikasi mukanya masih aja katanya verifikasinya tidak sesuai suruh nengok baru mau nengok udah berubah lagi perintahnya alhasil suruh dicoba besok lagi males mendingan pakai bni mobile banking langsung kaga ribetribet,"['sumpah', 'parah', 'emang', 'bagus', 'sih', 'aman', 'kayak', 'gin', 'mah', 'ngeriibetin', 'udah', 'ngikutin', 'verifikasi', 'muka', 'verifikasi', 'sesuai', 'suruh', 'nengok', 'nengok', 'udah', 'ubah', 'perintah', 'alhasil', 'suruh', 'coba', 'besok', 'males', 'mending', 'pakai', 'bni', 'mobile', 'banking', 'langsung', 'kaga', 'ribetribet']",1,negative
tambahin fitur untuk mengisimenarik saldo tanpa menggunakan kartu debit di atm dong terus di perbaiki lg fitur top up ewallet dana tidak semua nomor dapat diakses di wondr dan kalau bisa tambahin juga fitur penerimaan saldo dari negara jauh seperti eropa dan sebagainya,"['tambahin', 'fitur', 'mengisimenarik', 'saldo', 'kartu', 'debit', 'atm', 'baik', 'fitur', 'top', 'up', 'ewallet', 'dana', 'nomor', 'akses', 'wondr', 'tambahin', 'fitur', 'terima', 'saldo', 'negara', 'eropa']",3,neutral
saat aktifasi tidak bisa deteksi wajah suruh kedip udh berkali tetep gagal,"['aktifasi', 'deteksi', 'wajah', 'suruh', 'kedip', 'udh', 'kali', 'tetep', 'gagal']",3,neutral
dengan adanya aplikasi wondr by bni membuat hidup jadi lebih mudah hidup jadi wondrful mau transaksi apapun jadi mudah dari perencanaan tabungan top up bayarbayar tagihan dsb jadi cepat dan gampang gak perlu keluar rumah semua urusan beres,"['aplikasi', 'wondr', 'by', 'bni', 'hidup', 'mudah', 'hidup', 'wondrful', 'transaksi', 'apa', 'mudah', 'rencana', 'tabung', 'top', 'up', 'bayarbayar', 'tagih', 'dsb', 'cepat', 'gampang', 'gak', 'rumah', 'urus', 'beres']",5,positive
ini aplikasi nya prabayar atau gak ya saya kasih bintang dulukalau aplikasi nya gratis saya gak uninstall klw prabayar saya uninstall kok gak bisa buat ferivikasi wajah ya,"['aplikasi', 'prabayar', 'gak', 'kasih', 'bintang', 'dulukalau', 'aplikasi', 'gratis', 'gak', 'uninstall', 'klw', 'prabayar', 'uninstall', 'gak', 'ferivikasi', 'wajah']",2,negative
simple dan cepet,"['simple', 'cepet']",5,positive
lumayan tapi terkadang kalau jam malam susah narik,"['lumayan', 'terkadang', 'jam', 'malam', 'susah', 'narik']",3,neutral
ada gangguan apalagi ini kok pengoptimalan dari pagi sampai sore gak kelar mana urgent lagi tolong di tingkatkan apk nya,"['ganggu', 'optimal', 'pagi', 'sore', 'gak', 'kelar', 'urgent', 'tolong', 'tingkat', 'apk']",4,positive
apk nya bagus sangat membantu mudah sekali di gunakan tapi yg aku anehin dan kesel bgt sampe bbrapa kali verivikasi ulang sampe bosen aku bermasalah sama pin wondr nya udah di ganti bbrapa kali tidak bisa di gunakan udah di verifikasi lagi keluar sendiri login lagi pas masukin password eh gak sesuai password nya harus verifikasi kali kan nyebelin masalah nya udah bbrapa kali aku verifikasi berhasil verifikasi tapi hasilnya tetap aja tidak bisa di pake transaksi,"['apk', 'bagus', 'bantu', 'mudah', 'anehin', 'kesel', 'sampe', 'bbrapa', 'kali', 'verivikasi', 'ulang', 'sampe', 'bosen', 'masalah', 'pin', 'wondr', 'udah', 'ganti', 'bbrapa', 'kali', 'udah', 'verifikasi', 'login', 'masukin', 'password', 'eh', 'gak', 'sesuai', 'password', 'verifikasi', 'kali', 'nyebelin', 'udah', 'bbrapa', 'kali', 'verifikasi', 'hasil', 'verifikasi', 'hasil', 'pake', 'transaksi']",3,neutral
maaf kasih bintang dulu saya nelpon ke bni call dari pagi sampai malam operator sibuk terus saya tunggu lebih dari menit berkali telepon sampai habis banyak pulsa tidak ada hasil,"['maaf', 'kasih', 'bintang', 'nelpon', 'bni', 'call', 'pagi', 'malam', 'operator', 'sibuk', 'tunggu', 'menit', 'kali', 'telepon', 'habis', 'pulsa', 'hasil']",2,negative
aplikasinya mudah dan bagus,"['aplikasi', 'mudah', 'bagus']",5,positive
duh parah ni aplikasi makin lelet kaya pentium dan ngak bisa masuk kenapa ya parah dah ngak kaya aplikasi lvn sebelah wush wush ngak pernah error ini apaan mau masuk login berulang ulang ngak masuk masuk klo ngak ada perbaikan mending kabur dah setia sama yg sebelah enak banget saya edit terima kasih sudah direspon bintangnya nambah,"['duh', 'parah', 'aplikasi', 'lelet', 'kaya', 'pentium', 'ngak', 'masuk', 'parah', 'dah', 'ngak', 'kaya', 'aplikasi', 'lvn', 'belah', 'wush', 'wush', 'ngak', 'error', 'masuk', 'login', 'ulang', 'ulang', 'ngak', 'masuk', 'masuk', 'ngak', 'baik', 'mending', 'kabur', 'dah', 'setia', 'belah', 'enak', 'banget', 'edit', 'terima', 'kasih', 'direspon', 'bintang', 'nambah']",3,neutral
apk jelek sekali salah langsung lanjut besok apalah bintanng,"['apk', 'jelek', 'salah', 'langsung', 'besok', 'apa', 'bintanng']",1,negative
bagus tapi agak kurang nyaman di bagian top up tidak seperti aplikasi bni yang dulu di wondr ada limit untuk top up shopeepay jthari jadi tidak efisien jika mau top up lebih dari jt jika dibutuhkan segera,"['bagus', 'nyaman', 'top', 'up', 'aplikasi', 'bni', 'wondr', 'limit', 'top', 'up', 'shopeepay', 'jthari', 'efisien', 'top', 'up', 'jt', 'butuh']",2,negative
aku top up gopay lewat wondr by bni saldo di wondr berkurang tapi di gopay gk nambah kira kenapa ya aku udah cek di transaksk wondr berkurang saldonya,"['top', 'up', 'gopay', 'wondr', 'by', 'bni', 'saldo', 'wondr', 'kurang', 'gopay', 'nambah', 'udah', 'cek', 'transaksk', 'wondr', 'kurang', 'saldo']",4,positive
performa sangat baik tampilanya keren dan sangat memudahkan dalam bertransaksi,"['performa', 'tampilanya', 'keren', 'mudah', 'transaksi']",5,positive
mohon untuk tidak terlalu lama dalam perbaikan aplikasinya jadi sangat menghambat aktifitas transaksi penggunanyamohon tanggapanya masak seharian g bisa di pakai terima kasih mohon maaf atas masukan saya bila kurang berkenan,"['mohon', 'baik', 'aplikasi', 'hambat', 'aktifitas', 'transaksi', 'penggunanyamohon', 'tanggapanya', 'masak', 'hari', 'pakai', 'terima', 'kasih', 'mohon', 'maaf', 'masuk', 'kenan']",2,negative
jelek banget mau bayar pake qris saldo dibilang kaga cukup mulu,"['jelek', 'banget', 'bayar', 'pake', 'qris', 'saldo', 'bilang', 'kaga', 'mulu']",1,negative
gampang error gak bisa masuk lagi butuh malah perbaikan aplikasi belum sempurna gak kaya yang sebelah selalu lancar jaya,"['gampang', 'error', 'gak', 'masuk', 'butuh', 'baik', 'aplikasi', 'sempurna', 'gak', 'kaya', 'belah', 'lancar', 'jaya']",1,negative
kesulurahan baik tapi gaada fitur tarik dan setor tunai tanpa kartu tolong dong min diupdate dulu pas masih jadi mobile banking masih bisa loh tarik tunai sekarang engga huhuu,"['kesulurahan', 'gaada', 'fitur', 'tarik', 'setor', 'tunai', 'kartu', 'tolong', 'min', 'diupdate', 'mobile', 'banking', 'loh', 'tarik', 'tunai', 'engga', 'huhuu']",4,positive
fiturfitur nya sama dengan aplikasi m banking bni sebelumnya hanya beda posisipenempatan jujur aku ga paham sama bni kenapa menggunakan aplikasi dgn isi yg sama,"['fiturfitur', 'aplikasi', 'm', 'banking', 'bni', 'beda', 'posisipenempatan', 'jujur', 'paham', 'bni', 'aplikasi', 'dgn', 'isi']",3,neutral
jujur ini aplikasi yang di paksa paksa download kalo lagi ke bank tapi faktanya fiturnya nggak lengkap kaya aplikasi sebelumnya keterangan riwayat mutasi nya kurang lengkap saldo terakhir tidak ada tertera di mutasi tidak seperti aplikasi sebelumnya yang ada mutasi keterangan sisa saldo terakhir berapa tolong di benahi lagi jika memang ini aplikasi yang di paksa paksa di unduh,"['jujur', 'aplikasi', 'paksa', 'paksa', 'download', 'kalo', 'bank', 'fakta', 'fiturnya', 'nggak', 'lengkap', 'kaya', 'aplikasi', 'terang', 'riwayat', 'mutasi', 'lengkap', 'saldo', 'tera', 'mutasi', 'aplikasi', 'mutasi', 'terang', 'sisa', 'saldo', 'tolong', 'benah', 'aplikasi', 'paksa', 'paksa', 'unduh']",1,negative
terlalu banyak bug dan perbaikan mendadak akibatnya macet dan terganggu dalam bertransaksi,"['bug', 'baik', 'dadak', 'akibat', 'macet', 'ganggu', 'transaksi']",1,negative
ruwet banyak menguras penyimpanan lebih simpel dan efisien pake aplikasi sebelumnya,"['ruwet', 'uras', 'simpan', 'simpel', 'efisien', 'pake', 'aplikasi']",1,negative
sangat menyenakan gampang bertransaksi juga,"['sena', 'gampang', 'transaksi']",5,positive
ini aplikasi apaan tiap kali masuk harus verifikasi data lagi poto ktp dll udah gitu vermuk nya susah banget pindah aja ke mobile banking lain,"['aplikasi', 'kali', 'masuk', 'verifikasi', 'data', 'poto', 'ktp', 'dll', 'udah', 'gitu', 'vermuk', 'susah', 'banget', 'pindah', 'mobile', 'banking']",1,negative
mau login saja susah hanya kirim kode otp saja lama sekali sampai pencet kirim kode selama x dan setelah masuk kode otp nya malah kode otp yg pertama hasilnya ketika aku input kan error karna tidak sesuai,"['login', 'susah', 'kirim', 'kode', 'otp', 'pencet', 'kirim', 'kode', 'x', 'masuk', 'kode', 'otp', 'kode', 'otp', 'hasil', 'input', 'error', 'karna', 'sesuai']",2,negative
aplikasi ini lebih baik dari mobile banking wondr lebih simpel dan lebih bagus aktivasi juga sangat mudah buat pembayaran qris cepat dan mudah,"['aplikasi', 'mobile', 'banking', 'wondr', 'simpel', 'bagus', 'aktivasi', 'mudah', 'bayar', 'qris', 'cepat', 'mudah']",5,positive
bank dengan fitur pling ribet transaksi va sering error tulisannya transaksi berhasil tpi saldo masih utuh alias belum kebayar tarik tunai tnpa kartu harus pke otp dimana sering bngt kode gk muncul muncul payah bngt,"['bank', 'fitur', 'pling', 'ribet', 'transaksi', 'va', 'error', 'tulis', 'transaksi', 'hasil', 'saldo', 'utuh', 'alias', 'bayar', 'tarik', 'tunai', 'tnpa', 'kartu', 'pke', 'otp', 'mana', 'kode', 'muncul', 'muncul', 'payah']",1,negative
kenapa cc saya gk muncul di aplikasi wondr sudahcoba bolak balik cek aplikasi ttp aja gk muncul di aplikasi,"['cc', 'muncul', 'aplikasi', 'wondr', 'sudahcoba', 'bolak', 'cek', 'aplikasi', 'muncul', 'aplikasi']",3,neutral
aplikasi terbaru yang sangat mendukung dalam bertransaksi penggunaan qris pun lebih cepat mendeteksinya dibandingkan aplikasi perbankan lain mudah digunakan dengan fitur yang menarik,"['aplikasi', 'baru', 'dukung', 'transaksi', 'guna', 'qris', 'cepat', 'deteksi', 'banding', 'aplikasi', 'perban', 'mudah', 'fitur', 'tarik']",5,positive
transaksi lebih mudah dan aktivasinya tidak ribet tampilan lebih berwarna,"['transaksi', 'mudah', 'aktivasinya', 'ribet', 'tampil', 'warna']",5,positive
bagus skali ini apk wondrs,"['bagus', 'skali', 'apk', 'wondrs']",5,positive
aplikasiinya bagus cuma kenapa aplikasinya susah dibuka lama masuknya padahal wifenya saya bagus sudah menit menunggu aplikasinya gak bisa dibuka baru mingguan saya daftar aplikasi ini gimana ini,"['aplikasi', 'bagus', 'aplikasi', 'susah', 'buka', 'masuk', 'wifenya', 'bagus', 'menit', 'tunggu', 'aplikasi', 'gak', 'buka', 'minggu', 'daftar', 'aplikasi', 'gimana']",3,neutral
selamat sore bni saya ada transaksi penarikan tunai k di atm tapi transaksinya tidak bisa diprses sedangkan saldo saya terpotong terus rbmohon kejelasan bagimana ini bisa terjadi dan bagaimana saldo saya bisa kembali ke rekening saya kembali,"['selamat', 'sore', 'bni', 'transaksi', 'tari', 'tunai', 'atm', 'transaksi', 'diprses', 'saldo', 'potong', 'rbmohon', 'jelas', 'bagimana', 'saldo', 'rekening']",3,neutral
memudahkan untuk bertran saksi dan melihat sisa pinjaman,"['mudah', 'bertran', 'saksi', 'sisa', 'pinjam']",3,neutral
fitur kurang lengkap salah satunya nggk ada fitur tarik tunai tanpa kartu klo dadakan nggk bawa atm jdi ribet overall bagus lah ada peningkatan dri bni mobile cmn bni mobile ada fitur tarik tunai tanpa kartu,"['fitur', 'lengkap', 'salah', 'satu', 'nggk', 'fitur', 'tarik', 'tunai', 'kartu', 'dada', 'nggk', 'bawa', 'atm', 'ribet', 'overall', 'bagus', 'tingkat', 'dri', 'bni', 'mobile', 'cmn', 'bni', 'mobile', 'fitur', 'tarik', 'tunai', 'kartu']",4,positive
tampilannya simple dan bagus fitur fiturnya juga sangat relevan dan sesuai dengan kebutuhan sehari hari wondr ini lebih mudah untuk digunakan dan banyak diskonnya juga pake apk ini,"['tampil', 'simple', 'bagus', 'fitur', 'fiturnya', 'relevan', 'sesuai', 'butuh', 'hari', 'wondr', 'mudah', 'diskon', 'pake', 'apk']",5,positive
banyak ganguan worder ya kacau bni tiap ada penting mau tf selalu ga kebuka ini saya ada poto ya tolong d perbaiki lagi tiap jam c wonder ganguan mulu,"['ganguan', 'worder', 'kacau', 'bni', 'tf', 'buka', 'poto', 'tolong', 'baik', 'jam', 'c', 'wonder', 'ganguan', 'mulu']",3,neutral
saya heran ada apa dengan wonder saya saya biasanya bisa transfer sampai saldo habis kemudian sekarang tidak bisa selalu muncul kata mencapai limit pertanyaan saya dari kapan ada limit di wonder karena saya baru beberapa jam yg lalu habisin saldo kemudian baru muncul limit saldo,"['heran', 'wonder', 'transfer', 'saldo', 'habis', 'muncul', 'capai', 'limit', 'limit', 'wonder', 'jam', 'habisin', 'saldo', 'muncul', 'limit', 'saldo']",3,neutral
kecewa saya pakai aplikasi dari bni kemarin pakai bni mobile selalu maintenance sekarang pakai wondr begitu jugadibilangnya fitur lagi tidak tersedia perbaikan sistem tapi seharian,"['kecewa', 'pakai', 'aplikasi', 'bni', 'kemarin', 'pakai', 'bni', 'mobile', 'maintenance', 'pakai', 'wondr', 'jugadibilangnya', 'fitur', 'sedia', 'baik', 'sistem', 'hari']",1,negative
wondr aplikasi yg sangat menyenangkan,"['wondr', 'aplikasi', 'senang']",5,positive
